00LU               20121204                                                                                   
0601LUB6+       20130101001290100000005000 0600007280000563   
0601LUB6+       20130101001295100000005000 0600007350000566   
0601LUB6+       20130101001300100000005000 0600007420000570   
0601LUB6+       20130101001305100000005000 0600007500000574   
0601LUB6+       20130101001310100000005000 0600007570000577   
0601LUB6+       20130101001315100000005000 0600007640000580   
0601LUB6+       20130101001320100000005000 0600007720000584   
0601LUB6+       20130101001325100000005000 0600007790000587   
0601LUB6+       20130101001330100000005000 0600007850000589   
0601LUB6+       20130101001335100000005000 0600007940000594   
0601LUB6+       20130101001340100000005000 0600008000000596   
0601LUB6+       20130101001345100000005000 0600008070000599   
0601LUB6+       20130101001350100000005000 0600008150000603   
0601LUB6+       20130101001355100000005000 0600008220000606   
0601LUB6+       20130101001360100000005000 0600008290000608   
0601LUB6+       20130101001365100000005000 0600008370000612   
0601LUB6+       20130101001370100000005000 0600008440000615   
0601LUB6+       20130101001375100000005000 0600008510000618   
0601LUB6+       20130101001380100000005000 0600008590000621   
0601LUB6+       20130101001385100000005000 0600008660000624   
0601LUB6+       20130101001390100000005000 0600008730000627   
0601LUB6+       20130101001395100000005000 0600008810000630   
0601LUB6+       20130101001400100000005000 0600008880000633   
0601LUB6+       20130101001405100000005000 0600008950000636   
0601LUB6+       20130101001410100000005000 0600009030000639   
0601LUB6+       20130101001415100000005000 0600009120000643   
0601LUB6+       20130101001420100000005000 0600009210000647   
0601LUB6+       20130101001425100000005000 0600009320000653   
0601LUB6+       20130101001430100000005000 0600009400000656   
0601LUB6+       20130101001435100000005000 0600009490000660   
0601LUB6+       20130101001440100000005000 0600009600000666   
0601LUB6+       20130101001445100000005000 0600009700000670   
0601LUB6+       20130101001450100000005000 0600009800000675   
0601LUB6+       20130101001455100000005000 0600009910000680   
0601LUB6+       20130101001460100000005000 0600010010000684   
0601LUB6+       20130101001465100000005000 0600010110000689   
0601LUB6+       20130101001470100000005000 0600010220000694   
0601LUB6+       20130101001475100000005000 0600010320000698   
0601LUB6+       20130101001480100000005000 0600010420000703   
0601LUB6+       20130101001485100000005000 0600010530000708   
0601LUB6+       20130101001490100000005000 0600010630000712   
0601LUB6+       20130101001495100000005000 0600010730000717   
0601LUB6+       20130101001500100000005000 0600010840000721   
0601LUB6+       20130101001505100000005000 0600010940000726   
0601LUB6+       20130101001510100000005000 0600011030000729   
0601LUB6+       20130101001515100000005000 0600011150000735   
0601LUB6+       20130101001520100000005000 0600011250000739   
0601LUB6+       20130101001525100000005000 0600011340000742   
0601LUB6+       20130101001530100000005000 0600011460000748   
0601LUB6+       20130101001535100000005000 0600011560000752   
0601LUB6+       20130101001540100000005000 0600011660000756   
0601LUB6+       20130101001545100000005000 0600011780000761   
0601LUB6+       20130101001550100000005000 0600011890000766   
0601LUB6+       20130101001555100000005000 0600011990000770   
0601LUB6+       20130101001560100000005000 0600012110000775   
0601LUB6+       20130101001565100000005000 0600012210000779   
0601LUB6+       20130101001570100000005000 0600012310000783   
0601LUB6+       20130101001575100000005000 0600012430000788   
0601LUB6+       20130101001580100000005000 0600012530000792   
0601LUB6+       20130101001585100000005000 0600012630000796   
0601LUB6+       20130101001590100000005000 0600012750000801   
0601LUB6+       20130101001595100000005000 0600012850000804   
0601LUB6+       20130101001600100000005000 0600012950000808   
0601LUB6+       20130101001605100000005000 0600013080000814   
0601LUB6+       20130101001610100000005000 0600013180000817   
0601LUB6+       20130101001615100000005000 0600013280000821   
0601LUB6+       20130101001620100000005000 0600013400000826   
0601LUB6+       20130101001625100000005000 0600013500000829   
0601LUB6+       20130101001630100000005000 0600013600000833   
0601LUB6+       20130101001635100000005000 0600013720000838   
0601LUB6+       20130101001640100000005000 0600013830000842   
0601LUB6+       20130101001645100000005000 0600013930000846   
0601LUB6+       20130101001650100000005000 0600014060000851   
0601LUB6+       20130101001655100000005000 0600014160000854   
0601LUB6+       20130101001660100000005000 0600014270000858   
0601LUB6+       20130101001665100000005000 0600014390000863   
0601LUB6+       20130101001670100000005000 0600014500000867   
0601LUB6+       20130101001675100000005000 0600014600000870   
0601LUB6+       20130101001680100000005000 0600014730000875   
0601LUB6+       20130101001685100000005000 0600014830000879   
0601LUB6+       20130101001690100000005000 0600014940000883   
0601LUB6+       20130101001695100000005000 0600015070000888   
0601LUB6+       20130101001700100000005000 0600015170000891   
0601LUB6+       20130101001705100000005000 0600015280000895   
0601LUB6+       20130101001710100000005000 0600015400000899   
0601LUB6+       20130101001715100000005000 0600015510000903   
0601LUB6+       20130101001720100000005000 0600015610000906   
0601LUB6+       20130101001725100000005000 0600015740000911   
0601LUB6+       20130101001730100000005000 0600015850000915   
0601LUB6+       20130101001735100000005000 0600015960000919   
0601LUB6+       20130101001740100000005000 0600016090000923   
0601LUB6+       20130101001745100000005000 0600016200000927   
0601LUB6+       20130101001750100000005000 0600016310000931   
0601LUB6+       20130101001755100000005000 0600016440000935   
0601LUB6+       20130101001760100000005000 0600016550000939   
0601LUB6+       20130101001765100000005000 0600016660000943   
0601LUB6+       20130101001770100000005000 0600016790000947   
0601LUB6+       20130101001775100000005000 0600016900000951   
0601LUB6+       20130101001780100000005000 0600017010000954   
0601LUB6+       20130101001785100000005000 0600017140000959   
0601LUB6+       20130101001790100000005000 0600017260000963   
0601LUB6+       20130101001795100000005000 0600017370000966   
0601LUB6+       20130101001800100000005000 0600017500000971   
0601LUB6+       20130101001805100000005000 0600017640000976   
0601LUB6+       20130101001810100000005000 0600017760000980   
0601LUB6+       20130101001815100000005000 0600017880000984   
0601LUB6+       20130101001820100000005000 0600018030000989   
0601LUB6+       20130101001825100000005000 0600018150000993   
0601LUB6+       20130101001830100000005000 0600018270000997   
0601LUB6+       20130101001835100000005000 0600018410001002   
0601LUB6+       20130101001840100000005000 0600018540001006   
0601LUB6+       20130101001845100000005000 0600018660001010   
0601LUB6+       20130101001850100000005000 0600018800001015   
0601LUB6+       20130101001855100000005000 0600018930001019   
0601LUB6+       20130101001860100000005000 0600019060001023   
0601LUB6+       20130101001865100000005000 0600019210001029   
0601LUB6+       20130101001870100000005000 0600019330001032   
0601LUB6+       20130101001875100000005000 0600019460001036   
0601LUB6+       20130101001880100000005000 0600019610001042   
0601LUB6+       20130101001885100000005000 0600019730001045   
0601LUB6+       20130101001890100000005000 0600019860001049   
0601LUB6+       20130101001895100000005000 0600020020001055   
0601LUB6+       20130101001900100000005000 0600020150001059   
0601LUB6+       20130101001905100000005000 0600020280001063   
0601LUB6+       20130101001910100000005000 0600020440001069   
0601LUB6+       20130101001915100000005000 0600020570001073   
0601LUB6+       20130101001920100000005000 0600020710001077   
0601LUB6+       20130101001925100000005000 0600020870001083   
0601LUB6+       20130101001930100000005000 0600021010001087   
0601LUB6+       20130101001935100000005000 0600021150001092   
0601LUB6+       20130101001940100000005000 0600021310001097   
0601LUB6+       20130101001945100000005000 0600021450001101   
0601LUB6+       20130101001950100000005000 0600021590001106   
0601LUB6+       20130101001955100000005000 0600021750001111   
0601LUB6+       20130101001960100000005000 0600021890001115   
0601LUB6+       20130101001965100000005000 0600022030001120   
0601LUB6+       20130101001970100000005000 0600022190001125   
0601LUB6+       20130101001975100000005000 0600022330001129   
0601LUB6+       20130101001980100000005000 0600022480001134   
0601LUB6+       20130101001985100000005000 0600022650001140   
0601LUB6+       20130101001990100000005000 0600022790001144   
0601LUB6+       20130101001995100000005000 0600022930001148   
0601LUB6+       20130101002000100000005000 0600023100001154   
0601LUB6+       20130101002005100000005000 0600023240001158   
0601LUB6+       20130101002010100000005000 0600023390001162   
0601LUB6+       20130101002015100000005000 0600023560001168   
0601LUB6+       20130101002020100000005000 0600023700001172   
0601LUB6+       20130101002025100000005000 0600023840001176   
0601LUB6+       20130101002030100000005000 0600024010001181   
0601LUB6+       20130101002035100000005000 0600024150001185   
0601LUB6+       20130101002040100000005000 0600024300001190   
0601LUB6+       20130101002045100000005000 0600024470001195   
0601LUB6+       20130101002050100000005000 0600024610001199   
0601LUB6+       20130101002055100000005000 0600024750001203   
0601LUB6+       20130101002060100000005000 0600024920001208   
0601LUB6+       20130101002065100000005000 0600025060001212   
0601LUB6+       20130101002070100000005000 0600025210001216   
0601LUB6+       20130101002075100000005000 0600025380001222   
0601LUB6+       20130101002080100000005000 0600025520001225   
0601LUB6+       20130101002085100000005000 0600025660001229   
0601LUB6+       20130101002090100000005000 0600025830001234   
0601LUB6+       20130101002095100000005000 0600025970001238   
0601LUB6+       20130101002100100000005000 0600026120001242   
0601LUB6+       20130101002105100000005000 0600026290001247   
0601LUB6+       20130101002110100000005000 0600026430001251   
0601LUB6+       20130101002115100000005000 0600026570001255   
0601LUB6+       20130101002120100000005000 0600026740001260   
0601LUB6+       20130101002125100000005000 0600026880001263   
0601LUB6+       20130101002130100000005000 0600027020001267   
0601LUB6+       20130101002135100000005000 0600027200001273   
0601LUB6+       20130101002140100000005000 0600027340001276   
0601LUB6+       20130101002145100000005000 0600027480001280   
0601LUB6+       20130101002150100000005000 0600027650001285   
0601LUB6+       20130101002155100000005000 0600027790001288   
0601LUB6+       20130101002160100000005000 0600027930001292   
0601LUB6+       20130101002165100000005000 0600028110001297   
0601LUB6+       20130101002170100000005000 0600028250001300   
0601LUB6+       20130101002175100000005000 0600028390001304   
0601LUB6+       20130101002180100000005000 0600028560001309   
0601LUB6+       20130101002185100000005000 0600028700001312   
0601LUB6+       20130101002190100000005000 0600028840001315   
0601LUB6+       20130101002195100000005000 0600029020001321   
0601LUB6+       20130101002200100000005000 0600029160001324   
0601LUB6+       20130101002205100000005000 0600029300001327   
0601LUB6+       20130101002210100000005000 0600029470001332   
0601LUB6+       20130101002215100000005000 0600029610001335   
0601LUB6+       20130101002220100000005000 0600029750001339   
0601LUB6+       20130101002225100000005000 0600029920001343   
0601LUB6+       20130101002230100000005000 0600030070001347   
0601LUB6+       20130101002235100000005000 0600030210001350   
0601LUB6+       20130101002240100000005000 0600030380001355   
0601LUB6+       20130101002245100000005000 0600030520001358   
0601LUB6+       20130101002250100000005000 0600030660001361   
0601LUB6+       20130101002255100000005000 0600030830001366   
0601LUB6+       20130101002260100000005000 0600030980001369   
0601LUB6+       20130101002265100000005000 0600031120001372   
0601LUB6+       20130101002270100000005000 0600031290001377   
0601LUB6+       20130101002275100000005000 0600031430001380   
0601LUB6+       20130101002280100000005000 0600031570001383   
0601LUB6+       20130101002285100000005000 0600031740001388   
0601LUB6+       20130101002290100000005000 0600031890001391   
0601LUB6+       20130101002295100000005000 0600032030001394   
0601LUB6+       20130101002300100000005000 0600032200001398   
0601LUB6+       20130101002305100000005000 0600032340001402   
0601LUB6+       20130101002310100000005000 0600032480001405   
0601LUB6+       20130101002315100000005000 0600032650001409   
0601LUB6+       20130101002320100000005000 0600032800001412   
0601LUB6+       20130101002325100000005000 0600032940001415   
0601LUB6+       20130101002330100000005000 0600033110001420   
0601LUB6+       20130101002335100000005000 0600033250001422   
0601LUB6+       20130101002340100000005000 0600033390001425   
0601LUB6+       20130101002345100000005000 0600033560001430   
0601LUB6+       20130101002350100000005000 0600033710001433   
0601LUB6+       20130101002355100000005000 0600033850001436   
0601LUB6+       20130101002360100000005000 0600034020001440   
0601LUB6+       20130101002365100000005000 0600034160001443   
0601LUB6+       20130101002370100000005000 0600034300001446   
0601LUB6+       20130101002375100000005000 0600034470001450   
0601LUB6+       20130101002380100000005000 0600034620001453   
0601LUB6+       20130101002385100000005000 0600034760001456   
0601LUB6+       20130101002390100000005000 0600034930001460   
0601LUB6+       20130101002395100000005000 0600035070001463   
0601LUB6+       20130101002400100000005000 0600035210001466   
0601LUB6+       20130101002405100000005000 0600035380001470   
0601LUB6+       20130101002410100000005000 0600035530001473   
0601LUB6+       20130101002415100000005000 0600035670001475   
0601LUB6+       20130101002420100000005000 0600035840001479   
0601LUB6+       20130101002425100000005000 0600035980001482   
0601LUB6+       20130101002430100000005000 0600036120001485   
0601LUB6+       20130101002435100000005000 0600036290001489   
0601LUB6+       20130101002440100000005000 0600036440001492   
0601LUB6+       20130101002445100000005000 0600036580001495   
0601LUB6+       20130101002450100000005000 0600036750001498   
0601LUB6+       20130101002455100000005000 0600036890001501   
0601LUB6+       20130101002460100000005000 0600037030001504   
0601LUB6+       20130101002465100000005000 0600037200001508   
0601LUB6+       20130101002470100000005000 0600037350001511   
0601LUB6+       20130101002475100000005000 0600037490001513   
0601LUB6+       20130101002480100000005000 0600037660001517   
0601LUB6+       20130101002485100000005000 0600037800001520   
0601LUB6+       20130101002490100000005000 0600037940001522   
0601LUB6+       20130101002495100000005000 0600038110001526   
0601LUB6+       20130101002500100000005000 0600038260001529   
0601LUB6+       20130101002505100000005000 0600038400001531   
0601LUB6+       20130101002510100000005000 0600038550001534   
0601LUB6+       20130101002515100000005000 0600038710001538   
0601LUB6+       20130101002520100000005000 0600038850001540   
0601LUB6+       20130101002525100000005000 0600038990001543   
0601LUB6+       20130101002530100000005000 0600039160001546   
0601LUB6+       20130101002535100000005000 0600039310001549   
0601LUB6+       20130101002540100000005000 0600039450001552   
0601LUB6+       20130101002545100000005000 0600039620001555   
0601LUB6+       20130101002550100000005000 0600039760001558   
0601LUB6+       20130101002555100000005000 0600039900001560   
0601LUB6+       20130101002560100000005000 0600040070001564   
0601LUB6+       20130101002565100000005000 0600040220001567   
0601LUB6+       20130101002570100000005000 0600040360001569   
0601LUB6+       20130101002575100000005000 0600040530001572   
0601LUB6+       20130101002580100000005000 0600040670001575   
0601LUB6+       20130101002585100000005000 0600040810001577   
0601LUB6+       20130101002590100000005000 0600040980001581   
0601LUB6+       20130101002595100000005000 0600041130001583   
0601LUB6+       20130101002600100000005000 0600041270001586   
0601LUB6+       20130101002605100000005000 0600041440001589   
0601LUB6+       20130101002610100000005000 0600041580001592   
0601LUB6+       20130101002615100000005000 0600041720001594   
0601LUB6+       20130101002620100000005000 0600041890001597   
0601LUB6+       20130101002625100000005000 0600042040001600   
0601LUB6+       20130101002630100000005000 0600042180001602   
0601LUB6+       20130101002635100000005000 0600042350001606   
0601LUB6+       20130101002640100000005000 0600042490001608   
0601LUB6+       20130101002645100000005000 0600042660001611   
0601LUB6+       20130101002650100000005000 0600042800001614   
0601LUB6+       20130101002655100000005000 0600042950001616   
0601LUB6+       20130101002660100000005000 0600043120001620   
0601LUB6+       20130101002665100000005000 0600043260001622   
0601LUB6+       20130101002670100000005000 0600043400001624   
0601LUB6+       20130101002675100000005000 0600043570001627   
0601LUB6+       20130101002680100000005000 0600043710001629   
0601LUB6+       20130101002685100000005000 0600043860001632   
0601LUB6+       20130101002690100000005000 0600044030001635   
0601LUB6+       20130101002695100000005000 0600044170001637   
0601LUB6+       20130101002700100000005000 0600044340001641   
0601LUB6+       20130101002705100000005000 0600044480001643   
0601LUB6+       20130101002710100000005000 0600044620001645   
0601LUB6+       20130101002715100000005000 0600044790001648   
0601LUB6+       20130101002720100000005000 0600044940001651   
0601LUB6+       20130101002725100000005000 0600045080001653   
0601LUB6+       20130101002730100000005000 0600045250001656   
0601LUB6+       20130101002735100000005000 0600045390001658   
0601LUB6+       20130101002740100000005000 0600045530001660   
0601LUB6+       20130101002745100000005000 0600045700001663   
0601LUB6+       20130101002750100000005000 0600045850001666   
0601LUB6+       20130101002755100000005000 0600046020001669   
0601LUB6+       20130101002760100000005000 0600046160001671   
0601LUB6+       20130101002765100000005000 0600046300001673   
0601LUB6+       20130101002770100000005000 0600046470001676   
0601LUB6+       20130101002775100000005000 0600046610001678   
0601LUB6+       20130101002780100000005000 0600046760001681   
0601LUB6+       20130101002785100000005000 0600046930001684   
0601LUB6+       20130101002790100000005000 0600047070001686   
0601LUB6+       20130101002795100000005000 0600047210001688   
0601LUB6+       20130101002800100000005000 0600047380001691   
0601LUB6+       20130101002805100000005000 0600047520001693   
0601LUB6+       20130101002810100000005000 0600047670001695   
0601LUB6+       20130101002815100000005000 0600047840001698   
0601LUB6+       20130101002820100000005000 0600047980001700   
0601LUB6+       20130101002825100000005000 0600048150001703   
0601LUB6+       20130101002830100000005000 0600048290001705   
0601LUB6+       20130101002835100000005000 0600048430001707   
0601LUB6+       20130101002840100000005000 0600048600001710   
0601LUB6+       20130101002845100000005000 0600048750001712   
0601LUB6+       20130101002850100000005000 0600048890001714   
0601LUB6+       20130101002855100000005000 0600049060001717   
0601LUB6+       20130101002860100000005000 0600049200001719   
0601LUB6+       20130101002865100000005000 0600049340001721   
0601LUB6+       20130101002870100000005000 0600049510001724   
0601LUB6+       20130101002875100000005000 0600049660001726   
0601LUB6+       20130101002880100000005000 0600049830001729   
0601LUB6+       20130101002885100000005000 0600049970001731   
0601LUB6+       20130101002890100000005000 0600050110001732   
0601LUB6+       20130101002895100000005000 0600050280001735   
0601LUB6+       20130101002900100000005000 0600050420001737   
0601LUB6+       20130101002905100000005000 0600050570001739   
0601LUB6+       20130101002910100000005000 0600050740001742   
0601LUB6+       20130101002915100000005000 0600050880001744   
0601LUB6+       20130101002920100000005000 0600051020001746   
0601LUB6+       20130101002925100000005000 0600051190001749   
0601LUB6+       20130101002930100000005000 0600051330001750   
0601LUB6+       20130101002935100000005000 0600051500001753   
0601LUB6+       20130101002940100000005000 0600051650001755   
0601LUB6+       20130101002945100000005000 0600051790001757   
0601LUB6+       20130101002950100000005000 0600051960001760   
0601LUB6+       20130101002955100000005000 0600052100001762   
0601LUB6+       20130101002960100000005000 0600052240001763   
0601LUB6+       20130101002965100000005000 0600052410001766   
0601LUB6+       20130101002970100000005000 0600052560001768   
0601LUB6+       20130101002975100000005000 0600052700001770   
0601LUB6+       20130101002980100000005000 0600052870001773   
0601LUB6+       20130101002985100000005000 0600053010001774   
0601LUB6+       20130101002990100000005000 0600053150001776   
0601LUB6+       20130101002995100000005000 0600053320001779   
0601LUB6+       20130101003000100000005000 0600053470001781   
0601LUB6+       20130101003005100000005000 0600053640001784   
0601LUB6+       20130101003010100000005000 0600053780001785   
0601LUB6+       20130101003015100000005000 0600053920001787   
0601LUB6+       20130101003020100000005000 0600054090001790   
0601LUB6+       20130101003025100000005000 0600054230001791   
0601LUB6+       20130101003030100000005000 0600054380001793   
0601LUB6+       20130101003035100000005000 0600054550001796   
0601LUB6+       20130101003040100000005000 0600054690001798   
0601LUB6+       20130101003045100000005000 0600054830001799   
0601LUB6+       20130101003050100000005000 0600055000001802   
0601LUB6+       20130101003055100000005000 0600055140001803   
0601LUB6+       20130101003060100000005000 0600055310001806   
0601LUB6+       20130101003065100000005000 0600055460001808   
0601LUB6+       20130101003070100000005000 0600055600001810   
0601LUB6+       20130101003075100000005000 0600055770001812   
0601LUB6+       20130101003080100000005000 0600055910001814   
0601LUB6+       20130101003085100000005000 0600056050001815   
0601LUB6+       20130101003090100000005000 0600056220001818   
0601LUB6+       20130101003095100000005000 0600056370001820   
0601LUB6+       20130101003100100000005000 0600056510001821   
0601LUB6+       20130101003105100000005000 0600056680001824   
0601LUB6+       20130101003110100000005000 0600056820001826   
0601LUB6+       20130101003115100000005000 0600056990001828   
0601LUB6+       20130101003120100000005000 0600057130001830   
0601LUB6+       20130101003125100000005000 0600057280001831   
0601LUB6+       20130101003130100000005000 0600057450001834   
0601LUB6+       20130101003135100000005000 0600057590001836   
0601LUB6+       20130101003140100000005000 0600057730001837   
0601LUB6+       20130101003145100000005000 0600057900001840   
0601LUB6+       20130101003150100000005000 0600058040001841   
0601LUB6+       20130101003155100000005000 0600058190001843   
0601LUB6+       20130101003160100000005000 0600058360001845   
0601LUB6+       20130101003165100000005000 0600058500001847   
0601LUB6+       20130101003170100000005000 0600058640001848   
0601LUB6+       20130101003175100000005000 0600058810001851   
0601LUB6+       20130101003180100000005000 0600058950001852   
0601LUB6+       20130101003185100000005000 0600059120001855   
0601LUB6+       20130101003190100000005000 0600059270001857   
0601LUB6+       20130101003195100000005000 0600059410001858   
0601LUB6+       20130101003200100000005000 0600059580001860   
0601LUB6+       20130101003205100000005000 0600059720001862   
0601LUB6+       20130101003210100000005000 0600059860001863   
0601LUB6+       20130101003215100000005000 0600060030001866   
0601LUB6+       20130101003220100000005000 0600060180001867   
0601LUB6+       20130101003225100000005000 0600060320001869   
0601LUB6+       20130101003230100000005000 0600060490001871   
0601LUB6+       20130101003235100000005000 0600060630001873   
0601LUB6+       20130101003240100000005000 0600060800001875   
0601LUB6+       20130101003245100000005000 0600060940001877   
0601LUB6+       20130101003250100000005000 0600061090001878   
0601LUB6+       20130101003255100000005000 0600061260001881   
0601LUB6+       20130101003260100000005000 0600061400001882   
0601LUB6+       20130101003265100000005000 0600061540001883   
0601LUB6+       20130101003270100000005000 0600061710001886   
0601LUB6+       20130101003275100000005000 0600061850001887   
0601LUB6+       20130101003280100000005000 0600062000001889   
0601LUB6+       20130101003285100000005000 0600062170001891   
0601LUB6+       20130101003290100000005000 0600062310001892   
0601LUB6+       20130101003295100000005000 0600062460001894   
0601LUB6+       20130101003300100000005000 0600062620001896   
0601LUB6+       20130101003305100000005000 0600062760001898   
0601LUB6+       20130101003310100000005000 0600062930001900   
0601LUB6+       20130101003315100000005000 0600063080001901   
0601LUB6+       20130101003320100000005000 0600063220001903   
0601LUB6+       20130101003325100000005000 0600063390001905   
0601LUB6+       20130101003330100000005000 0600063530001906   
0601LUB6+       20130101003335100000005000 0600063670001908   
0601LUB6+       20130101003340100000005000 0600063840001910   
0601LUB6+       20130101003345100000005000 0600063990001912   
0601LUB6+       20130101003350100000005000 0600064130001913   
0601LUB6+       20130101003355100000005000 0600064300001915   
0601LUB6+       20130101003360100000005000 0600064440001916   
0601LUB6+       20130101003365100000005000 0600064610001919   
0601LUB6+       20130101003370100000005000 0600064750001920   
0601LUB6+       20130101003375100000005000 0600064900001922   
0601LUB6+       20130101003380100000005000 0600065070001924   
0601LUB6+       20130101003385100000005000 0600065210001925   
0601LUB6+       20130101003390100000005000 0600065350001926   
0601LUB6+       20130101003395100000005000 0600065520001928   
0601LUB6+       20130101003400100000005000 0600065660001930   
0601LUB6+       20130101003405100000005000 0600065800001931   
0601LUB6+       20130101003410100000005000 0600065980001933   
0601LUB6+       20130101003415100000005000 0600066120001935   
0601LUB6+       20130101003420100000005000 0600066290001937   
0601LUB6+       20130101003425100000005000 0600066430001938   
0601LUB6+       20130101003430100000005000 0600066570001939   
0601LUB6+       20130101003435100000005000 0600066740001942   
0601LUB6+       20130101003440100000005000 0600066890001943   
0601LUB6+       20130101003445100000005000 0600067030001944   
0601LUB6+       20130101003450100000005000 0600067200001946   
0601LUB6+       20130101003455100000005000 0600067340001948   
0601LUB6+       20130101003460100000005000 0600067480001949   
0601LUB6+       20130101003465100000005000 0600067650001951   
0601LUB6+       20130101003470100000005000 0600067800001952   
0601LUB6+       20130101003475100000005000 0600067950001954   
0601LUB6+       20130101003480100000005000 0600068110001956   
0601LUB6+       20130101003485100000005000 0600068250001957   
0601LUB6+       20130101003490100000005000 0600068420001959   
0601LUB6+       20130101003495100000005000 0600068560001960   
0601LUB6+       20130101003500100000005000 0600068700001961   
0601LUB6+       20130101003505100000005000 0600068880001964   
0601LUB6+       20130101003510100000005000 0600069020001965   
0601LUB6+       20130101003515100000005000 0600069160001966   
0601LUB6+       20130101003520100000005000 0600069330001968   
0601LUB6+       20130101003525100000005000 0600069470001969   
0601LUB6+       20130101003530100000005000 0600069610001971   
0601LUB6+       20130101003535100000005000 0600069790001973   
0601LUB6+       20130101003540100000005000 0600069930001974   
0601LUB6+       20130101003545100000005000 0600070100001976   
0601LUB6+       20130101003550100000005000 0600070240001977   
0601LUB6+       20130101003555100000005000 0600070380001978   
0601LUB6+       20130101003560100000005000 0600070550001980   
0601LUB6+       20130101003565100000005000 0600070690001981   
0601LUB6+       20130101003570100000005000 0600070840001983   
0601LUB6+       20130101003575100000005000 0600071010001985   
0601LUB6+       20130101003580100000005000 0600071150001986   
0601LUB6+       20130101003585100000005000 0600071290001987   
0601LUB6+       20130101003590100000005000 0600071460001989   
0601LUB6+       20130101003595100000005000 0600071600001990   
0601LUB6+       20130101003600100000005000 0600071780001993   
0601LUB6+       20130101003605100000005000 0600071920001994   
0601LUB6+       20130101003610100000005000 0600072060001995   
0601LUB6+       20130101003615100000005000 0600072230001997   
0601LUB6+       20130101003620100000005000 0600072370001998   
0601LUB6+       20130101003625100000005000 0600072510001999   
0601LUB6+       20130101003630100000005000 0600072690002001   
0601LUB6+       20130101003635100000005000 0600072830002002   
0601LUB6+       20130101003640100000005000 0600072970002003   
0601LUB6+       20130101003645100000005000 0600073140002005   
0601LUB6+       20130101003650100000005000 0600073280002006   
0601LUB6+       20130101003655100000005000 0600073420002007   
0601LUB6+       20130101003660100000005000 0600073590002009   
0601LUB6+       20130101003665100000005000 0600073740002011   
0601LUB6+       20130101003670100000005000 0600073910002013   
0601LUB6+       20130101003675100000005000 0600074050002014   
0601LUB6+       20130101003680100000005000 0600074190002015   
0601LUB6+       20130101003685100000005000 0600074360002017   
0601LUB6+       20130101003690100000005000 0600074500002018   
0601LUB6+       20130101003695100000005000 0600074650002019   
0601LUB6+       20130101003700100000005000 0600074820002021   
0601LUB6+       20130101003705100000005000 0600074960002022   
0601LUB6+       20130101003710100000005000 0600075100002023   
0601LUB6+       20130101003715100000005000 0600075270002025   
0601LUB6+       20130101003720100000005000 0600075410002026   
0601LUB6+       20130101003725100000005000 0600075590002028   
0601LUB6+       20130101003730100000005000 0600075730002029   
0601LUB6+       20130101003735100000005000 0600075870002030   
0601LUB6+       20130101003740100000005000 0600076040002032   
0601LUB6+       20130101003745100000005000 0600076180002033   
0601LUB6+       20130101003750100000005000 0600076320002034   
0601LUB6+       20130101003755100000005000 0600076490002036   
0601LUB6+       20130101003760100000005000 0600076640002037   
0601LUB6+       20130101003765100000005000 0600076780002038   
0601LUB6+       20130101003770100000005000 0600076950002040   
0601LUB6+       20130101003775100000005000 0600077090002041   
0601LUB6+       20130101003780100000005000 0600077260002043   
0601LUB6+       20130101003785100000005000 0600077400002044   
0601LUB6+       20130101003790100000005000 0600077550002045   
0601LUB6+       20130101003795100000005000 0600077720002047   
0601LUB6+       20130101003800100000005000 0600077860002048   
0601LUB6+       20130101003805100000005000 0600078000002049   
0601LUB6+       20130101003810100000005000 0600078170002050   
0601LUB6+       20130101003815100000005000 0600078310002051   
0601LUB6+       20130101003820100000005000 0600078460002053   
0601LUB6+       20130101003825100000005000 0600078630002054   
0601LUB6+       20130101003830100000005000 0600078770002055   
0601LUB6+       20130101003835100000005000 0600078910002056   
0601LUB6+       20130101003840100000005000 0600079080002058   
0601LUB6+       20130101003845100000005000 0600079220002059   
0601LUB6+       20130101003850100000005000 0600079390002061   
0601LUB6+       20130101003855100000005000 0600079540002062   
0601LUB6+       20130101003860100000005000 0600079680002063   
0601LUB6+       20130101003865100000005000 0600079850002065   
0601LUB6+       20130101003870100000005000 0600079990002066   
0601LUB6+       20130101003875100000005000 0600080130002067   
0601LUB6+       20130101003880100000005000 0600080300002068   
0601LUB6+       20130101003885100000005000 0600080450002069   
0601LUB6+       20130101003890100000005000 0600080590002070   
0601LUB6+       20130101003895100000005000 0600080760002072   
0601LUB6+       20130101003900100000005000 0600080900002073   
0601LUB6+       20130101003905100000005000 0600081070002075   
0601LUB6+       20130101003910100000005000 0600081210002076   
0601LUB6+       20130101003915100000005000 0600081360002077   
0601LUB6+       20130101003920100000005000 0600081530002079   
0601LUB6+       20130101003925100000005000 0600081670002079   
0601LUB6+       20130101003930100000005000 0600081810002080   
0601LUB6+       20130101003935100000005000 0600081980002082   
0601LUB6+       20130101003940100000005000 0600082120002083   
0601LUB6+       20130101003945100000005000 0600082270002084   
0601LUB6+       20130101003950100000005000 0600082440002086   
0601LUB6+       20130101003955100000005000 0600082580002087   
0601LUB6+       20130101003960100000005000 0600082750002088   
0601LUB6+       20130101003965100000005000 0600082890002089   
0601LUB6+       20130101003970100000005000 0600083030002090   
