00LU               20121204                                                                                   
0601LUA0+       20130101000800100000005000 0000009920001236   
0601LUA0+       20130101000805100000005000 0000010040001243   
0601LUA0+       20130101000810100000005000 0000010140001248   
0601LUA0+       20130101000815100000005000 0000010240001253   
0601LUA0+       20130101000820100000005000 0000010340001257   
0601LUA0+       20130101000825100000005000 0000010440001262   
0601LUA0+       20130101000830100000005000 0000010540001266   
0601LUA0+       20130101000835100000005000 0000010650001272   
0601LUA0+       20130101000840100000005000 0000010750001276   
0601LUA0+       20130101000845100000005000 0000010850001280   
0601LUA0+       20130101000850100000005000 0000010960001286   
0601LUA0+       20130101000855100000005000 0000011060001290   
0601LUA0+       20130101000860100000005000 0000011160001294   
0601LUA0+       20130101000865100000005000 0000011270001299   
0601LUA0+       20130101000870100000005000 0000011370001303   
0601LUA0+       20130101000875100000005000 0000011470001307   
0601LUA0+       20130101000880100000005000 0000011580001312   
0601LUA0+       20130101000885100000005000 0000011680001316   
0601LUA0+       20130101000890100000005000 0000011780001320   
0601LUA0+       20130101000895100000005000 0000011890001325   
0601LUA0+       20130101000900100000005000 0000011990001329   
0601LUA0+       20130101000905100000005000 0000012090001332   
0601LUA0+       20130101000910100000005000 0000012200001337   
0601LUA0+       20130101000915100000005000 0000012300001341   
0601LUA0+       20130101000920100000005000 0000012400001344   
0601LUA0+       20130101000925100000005000 0000012510001349   
0601LUA0+       20130101000930100000005000 0000012610001352   
0601LUA0+       20130101000935100000005000 0000012710001356   
0601LUA0+       20130101000940100000005000 0000012820001360   
0601LUA0+       20130101000945100000005000 0000012920001364   
0601LUA0+       20130101000950100000005000 0000013020001367   
0601LUA0+       20130101000955100000005000 0000013130001371   
0601LUA0+       20130101000960100000005000 0000013230001375   
0601LUA0+       20130101000965100000005000 0000013330001378   
0601LUA0+       20130101000970100000005000 0000013440001382   
0601LUA0+       20130101000975100000005000 0000013540001385   
0601LUA0+       20130101000980100000005000 0000013660001390   
0601LUA0+       20130101000985100000005000 0000013770001394   
0601LUA0+       20130101000990100000005000 0000013870001397   
0601LUA0+       20130101000995100000005000 0000013980001402   
0601LUA0+       20130101001000100000005000 0000014080001404   
0601LUA0+       20130101001005100000005000 0000014180001407   
0601LUA0+       20130101001010100000005000 0000014290001411   
0601LUA0+       20130101001015100000005000 0000014390001414   
0601LUA0+       20130101001020100000005000 0000014490001417   
0601LUA0+       20130101001025100000005000 0000014600001421   
0601LUA0+       20130101001030100000005000 0000014700001424   
0601LUA0+       20130101001035100000005000 0000014800001427   
0601LUA0+       20130101001040100000005000 0000014910001430   
0601LUA0+       20130101001045100000005000 0000015010001433   
0601LUA0+       20130101001050100000005000 0000015110001436   
0601LUA0+       20130101001055100000005000 0000015220001439   
0601LUA0+       20130101001060100000005000 0000015320001442   
0601LUA0+       20130101001065100000005000 0000015420001444   
0601LUA0+       20130101001070100000005000 0000015550001450   
0601LUA0+       20130101001075100000005000 0000015650001452   
0601LUA0+       20130101001080100000005000 0000015750001455   
0601LUA0+       20130101001085100000005000 0000015860001458   
0601LUA0+       20130101001090100000005000 0000015970001462   
0601LUA0+       20130101001095100000005000 0000016080001465   
0601LUA0+       20130101001100100000005000 0000016200001469   
0601LUA0+       20130101001105100000005000 0000016340001475   
0601LUA0+       20130101001110100000005000 0000016460001480   
0601LUA0+       20130101001115100000005000 0000016570001483   
0601LUA0+       20130101001120100000005000 0000016690001487   
0601LUA0+       20130101001125100000005000 0000016830001493   
0601LUA0+       20130101001130100000005000 0000016940001496   
0601LUA0+       20130101001135100000005000 0000017060001500   
0601LUA0+       20130101001140100000005000 0000017200001505   
0601LUA0+       20130101001145100000005000 0000017320001509   
0601LUA0+       20130101001150100000005000 0000017430001512   
0601LUA0+       20130101001155100000005000 0000017570001518   
0601LUA0+       20130101001160100000005000 0000017690001522   
0601LUA0+       20130101001165100000005000 0000017800001525   
0601LUA0+       20130101001170100000005000 0000017940001530   
0601LUA0+       20130101001175100000005000 0000018060001534   
0601LUA0+       20130101001180100000005000 0000018180001537   
0601LUA0+       20130101001185100000005000 0000018320001543   
0601LUA0+       20130101001190100000005000 0000018430001545   
0601LUA0+       20130101001195100000005000 0000018550001549   
0601LUA0+       20130101001200100000005000 0000018690001554   
0601LUA0+       20130101001205100000005000 0000018800001557   
0601LUA0+       20130101001210100000005000 0000018920001560   
0601LUA0+       20130101001215100000005000 0000019060001566   
0601LUA0+       20130101001220100000005000 0000019180001569   
0601LUA0+       20130101001225100000005000 0000019290001571   
0601LUA0+       20130101001230100000005000 0000019430001576   
0601LUA0+       20130101001235100000005000 0000019550001580   
0601LUA0+       20130101001240100000005000 0000019670001583   
0601LUA0+       20130101001245100000005000 0000019810001588   
0601LUA0+       20130101001250100000005000 0000019920001590   
0601LUA0+       20130101001255100000005000 0000020040001594   
0601LUA0+       20130101001260100000005000 0000020180001598   
0601LUA0+       20130101001265100000005000 0000020290001601   
0601LUA0+       20130101001270100000005000 0000020410001604   
0601LUA0+       20130101001275100000005000 0000020550001609   
0601LUA0+       20130101001280100000005000 0000020670001612   
0601LUA0+       20130101001285100000005000 0000020780001614   
0601LUA0+       20130101001290100000005000 0000020920001619   
0601LUA0+       20130101001295100000005000 0000021040001622   
0601LUA0+       20130101001300100000005000 0000021150001624   
0601LUA0+       20130101001305100000005000 0000021290001628   
0601LUA0+       20130101001310100000005000 0000021410001631   
0601LUA0+       20130101001315100000005000 0000021530001634   
0601LUA0+       20130101001320100000005000 0000021670001639   
0601LUA0+       20130101001325100000005000 0000021780001641   
0601LUA0+       20130101001330100000005000 0000021900001644   
0601LUA0+       20130101001335100000005000 0000022040001648   
0601LUA0+       20130101001340100000005000 0000022150001650   
0601LUA0+       20130101001345100000005000 0000022270001653   
0601LUA0+       20130101001350100000005000 0000022410001657   
0601LUA0+       20130101001355100000005000 0000022530001660   
0601LUA0+       20130101001360100000005000 0000022640001662   
0601LUA0+       20130101001365100000005000 0000022780001666   
0601LUA0+       20130101001370100000005000 0000022900001668   
0601LUA0+       20130101001375100000005000 0000023020001671   
0601LUA0+       20130101001380100000005000 0000023170001676   
0601LUA0+       20130101001385100000005000 0000023290001679   
0601LUA0+       20130101001390100000005000 0000023420001682   
0601LUA0+       20130101001395100000005000 0000023570001687   
0601LUA0+       20130101001400100000005000 0000023690001689   
0601LUA0+       20130101001405100000005000 0000023820001692   
0601LUA0+       20130101001410100000005000 0000023970001697   
0601LUA0+       20130101001415100000005000 0000024090001699   
0601LUA0+       20130101001420100000005000 0000024220001703   
0601LUA0+       20130101001425100000005000 0000024370001707   
0601LUA0+       20130101001430100000005000 0000024500001710   
0601LUA0+       20130101001435100000005000 0000024620001713   
0601LUA0+       20130101001440100000005000 0000024770001717   
0601LUA0+       20130101001445100000005000 0000024900001720   
0601LUA0+       20130101001450100000005000 0000025020001723   
0601LUA0+       20130101001455100000005000 0000025170001727   
0601LUA0+       20130101001460100000005000 0000025300001730   
0601LUA0+       20130101001465100000005000 0000025420001732   
0601LUA0+       20130101001470100000005000 0000025580001737   
0601LUA0+       20130101001475100000005000 0000025700001739   
0601LUA0+       20130101001480100000005000 0000025830001742   
0601LUA0+       20130101001485100000005000 0000025980001747   
0601LUA0+       20130101001490100000005000 0000026100001749   
0601LUA0+       20130101001495100000005000 0000026230001752   
0601LUA0+       20130101001500100000005000 0000026380001756   
0601LUA0+       20130101001505100000005000 0000026500001758   
0601LUA0+       20130101001510100000005000 0000026630001761   
0601LUA0+       20130101001515100000005000 0000026780001765   
0601LUA0+       20130101001520100000005000 0000026910001767   
0601LUA0+       20130101001525100000005000 0000027030001770   
0601LUA0+       20130101001530100000005000 0000027180001774   
0601LUA0+       20130101001535100000005000 0000027310001776   
0601LUA0+       20130101001540100000005000 0000027430001778   
0601LUA0+       20130101001545100000005000 0000027580001782   
0601LUA0+       20130101001550100000005000 0000027710001785   
0601LUA0+       20130101001555100000005000 0000027830001787   
0601LUA0+       20130101001560100000005000 0000027980001791   
0601LUA0+       20130101001565100000005000 0000028110001793   
0601LUA0+       20130101001570100000005000 0000028240001796   
0601LUA0+       20130101001575100000005000 0000028390001800   
0601LUA0+       20130101001580100000005000 0000028520001802   
0601LUA0+       20130101001585100000005000 0000028650001805   
0601LUA0+       20130101001590100000005000 0000028800001808   
0601LUA0+       20130101001595100000005000 0000028930001811   
0601LUA0+       20130101001600100000005000 0000029060001813   
0601LUA0+       20130101001605100000005000 0000029210001817   
0601LUA0+       20130101001610100000005000 0000029340001820   
0601LUA0+       20130101001615100000005000 0000029470001822   
0601LUA0+       20130101001620100000005000 0000029630001826   
0601LUA0+       20130101001625100000005000 0000029760001829   
0601LUA0+       20130101001630100000005000 0000029890001831   
0601LUA0+       20130101001635100000005000 0000030040001835   
0601LUA0+       20130101001640100000005000 0000030170001837   
0601LUA0+       20130101001645100000005000 0000030300001839   
0601LUA0+       20130101001650100000005000 0000030450001843   
0601LUA0+       20130101001655100000005000 0000030580001845   
0601LUA0+       20130101001660100000005000 0000030710001847   
0601LUA0+       20130101001665100000005000 0000030870001851   
0601LUA0+       20130101001670100000005000 0000031000001854   
0601LUA0+       20130101001675100000005000 0000031130001856   
0601LUA0+       20130101001680100000005000 0000031280001859   
0601LUA0+       20130101001685100000005000 0000031410001861   
0601LUA0+       20130101001690100000005000 0000031540001864   
0601LUA0+       20130101001695100000005000 0000031700001867   
0601LUA0+       20130101001700100000005000 0000031830001870   
0601LUA0+       20130101001705100000005000 0000031950001871   
0601LUA0+       20130101001710100000005000 0000032110001875   
0601LUA0+       20130101001715100000005000 0000032240001877   
0601LUA0+       20130101001720100000005000 0000032370001879   
0601LUA0+       20130101001725100000005000 0000032520001882   
0601LUA0+       20130101001730100000005000 0000032650001885   
0601LUA0+       20130101001735100000005000 0000032780001887   
0601LUA0+       20130101001740100000005000 0000032940001890   
0601LUA0+       20130101001745100000005000 0000033070001892   
0601LUA0+       20130101001750100000005000 0000033200001894   
0601LUA0+       20130101001755100000005000 0000033350001898   
0601LUA0+       20130101001760100000005000 0000033480001900   
0601LUA0+       20130101001765100000005000 0000033610001902   
0601LUA0+       20130101001770100000005000 0000033780001906   
0601LUA0+       20130101001775100000005000 0000033920001908   
0601LUA0+       20130101001780100000005000 0000034060001911   
0601LUA0+       20130101001785100000005000 0000034220001914   
0601LUA0+       20130101001790100000005000 0000034360001917   
0601LUA0+       20130101001795100000005000 0000034500001919   
0601LUA0+       20130101001800100000005000 0000034640001922   
0601LUA0+       20130101001805100000005000 0000034800001925   
0601LUA0+       20130101001810100000005000 0000034940001928   
0601LUA0+       20130101001815100000005000 0000035090001931   
0601LUA0+       20130101001820100000005000 0000035260001935   
0601LUA0+       20130101001825100000005000 0000035400001937   
0601LUA0+       20130101001830100000005000 0000035540001939   
0601LUA0+       20130101001835100000005000 0000035710001943   
0601LUA0+       20130101001840100000005000 0000035860001946   
0601LUA0+       20130101001845100000005000 0000036000001949   
0601LUA0+       20130101001850100000005000 0000036170001952   
0601LUA0+       20130101001855100000005000 0000036320001955   
0601LUA0+       20130101001860100000005000 0000036460001958   
0601LUA0+       20130101001865100000005000 0000036630001961   
0601LUA0+       20130101001870100000005000 0000036770001964   
0601LUA0+       20130101001875100000005000 0000036920001966   
0601LUA0+       20130101001880100000005000 0000037090001970   
0601LUA0+       20130101001885100000005000 0000037230001972   
0601LUA0+       20130101001890100000005000 0000037370001975   
0601LUA0+       20130101001895100000005000 0000037550001979   
0601LUA0+       20130101001900100000005000 0000037690001981   
0601LUA0+       20130101001905100000005000 0000037830001983   
0601LUA0+       20130101001910100000005000 0000038000001987   
0601LUA0+       20130101001915100000005000 0000038150001990   
0601LUA0+       20130101001920100000005000 0000038290001992   
0601LUA0+       20130101001925100000005000 0000038460001995   
0601LUA0+       20130101001930100000005000 0000038600001997   
0601LUA0+       20130101001935100000005000 0000038750002000   
0601LUA0+       20130101001940100000005000 0000038920002004   
0601LUA0+       20130101001945100000005000 0000039060002006   
0601LUA0+       20130101001950100000005000 0000039200002008   
0601LUA0+       20130101001955100000005000 0000039380002012   
0601LUA0+       20130101001960100000005000 0000039520002014   
0601LUA0+       20130101001965100000005000 0000039660002016   
0601LUA0+       20130101001970100000005000 0000039830002019   
0601LUA0+       20130101001975100000005000 0000039980002022   
0601LUA0+       20130101001980100000005000 0000040120002024   
0601LUA0+       20130101001985100000005000 0000040290002027   
0601LUA0+       20130101001990100000005000 0000040430002029   
0601LUA0+       20130101001995100000005000 0000040580002032   
0601LUA0+       20130101002000100000005000 0000040750002035   
0601LUA0+       20130101002005100000005000 0000040890002037   
0601LUA0+       20130101002010100000005000 0000041030002039   
0601LUA0+       20130101002015100000005000 0000041210002043   
0601LUA0+       20130101002020100000005000 0000041350002044   
0601LUA0+       20130101002025100000005000 0000041490002046   
0601LUA0+       20130101002030100000005000 0000041660002050   
0601LUA0+       20130101002035100000005000 0000041810002052   
0601LUA0+       20130101002040100000005000 0000041950002054   
0601LUA0+       20130101002045100000005000 0000042120002057   
0601LUA0+       20130101002050100000005000 0000042260002059   
0601LUA0+       20130101002055100000005000 0000042410002061   
0601LUA0+       20130101002060100000005000 0000042580002064   
0601LUA0+       20130101002065100000005000 0000042720002066   
0601LUA0+       20130101002070100000005000 0000042860002068   
0601LUA0+       20130101002075100000005000 0000043040002072   
0601LUA0+       20130101002080100000005000 0000043180002073   
0601LUA0+       20130101002085100000005000 0000043320002075   
0601LUA0+       20130101002090100000005000 0000043490002078   
0601LUA0+       20130101002095100000005000 0000043640002081   
0601LUA0+       20130101002100100000005000 0000043780002082   
0601LUA0+       20130101002105100000005000 0000043950002085   
0601LUA0+       20130101002110100000005000 0000044090002087   
0601LUA0+       20130101002115100000005000 0000044240002089   
0601LUA0+       20130101002120100000005000 0000044410002092   
0601LUA0+       20130101002125100000005000 0000044550002094   
0601LUA0+       20130101002130100000005000 0000044690002096   
0601LUA0+       20130101002135100000005000 0000044870002099   
0601LUA0+       20130101002140100000005000 0000045010002101   
0601LUA0+       20130101002145100000005000 0000045150002102   
0601LUA0+       20130101002150100000005000 0000045320002105   
0601LUA0+       20130101002155100000005000 0000045470002108   
0601LUA0+       20130101002160100000005000 0000045610002109   
0601LUA0+       20130101002165100000005000 0000045780002112   
0601LUA0+       20130101002170100000005000 0000045920002114   
0601LUA0+       20130101002175100000005000 0000046070002116   
0601LUA0+       20130101002180100000005000 0000046240002119   
0601LUA0+       20130101002185100000005000 0000046380002120   
0601LUA0+       20130101002190100000005000 0000046520002122   
0601LUA0+       20130101002195100000005000 0000046700002125   
0601LUA0+       20130101002200100000005000 0000046840002127   
0601LUA0+       20130101002205100000005000 0000046980002128   
0601LUA0+       20130101002210100000005000 0000047150002131   
0601LUA0+       20130101002215100000005000 0000047300002133   
0601LUA0+       20130101002220100000005000 0000047440002135   
0601LUA0+       20130101002225100000005000 0000047610002137   
0601LUA0+       20130101002230100000005000 0000047750002139   
0601LUA0+       20130101002235100000005000 0000047900002141   
0601LUA0+       20130101002240100000005000 0000048070002144   
0601LUA0+       20130101002245100000005000 0000048210002145   
0601LUA0+       20130101002250100000005000 0000048360002147   
0601LUA0+       20130101002255100000005000 0000048530002150   
0601LUA0+       20130101002260100000005000 0000048670002151   
0601LUA0+       20130101002265100000005000 0000048810002153   
0601LUA0+       20130101002270100000005000 0000048980002155   
0601LUA0+       20130101002275100000005000 0000049130002157   
0601LUA0+       20130101002280100000005000 0000049270002159   
0601LUA0+       20130101002285100000005000 0000049440002161   
0601LUA0+       20130101002290100000005000 0000049580002163   
0601LUA0+       20130101002295100000005000 0000049730002165   
0601LUA0+       20130101002300100000005000 0000049900002167   
0601LUA0+       20130101002305100000005000 0000050040002169   
0601LUA0+       20130101002310100000005000 0000050190002170   
0601LUA0+       20130101002315100000005000 0000050360002173   
0601LUA0+       20130101002320100000005000 0000050500002174   
0601LUA0+       20130101002325100000005000 0000050640002176   
0601LUA0+       20130101002330100000005000 0000050810002178   
0601LUA0+       20130101002335100000005000 0000050960002180   
0601LUA0+       20130101002340100000005000 0000051100002181   
0601LUA0+       20130101002345100000005000 0000051270002184   
0601LUA0+       20130101002350100000005000 0000051410002185   
0601LUA0+       20130101002355100000005000 0000051560002187   
0601LUA0+       20130101002360100000005000 0000051730002190   
0601LUA0+       20130101002365100000005000 0000051870002191   
0601LUA0+       20130101002370100000005000 0000052020002193   
0601LUA0+       20130101002375100000005000 0000052190002195   
0601LUA0+       20130101002380100000005000 0000052330002196   
0601LUA0+       20130101002385100000005000 0000052470002198   
0601LUA0+       20130101002390100000005000 0000052640002200   
0601LUA0+       20130101002395100000005000 0000052790002202   
0601LUA0+       20130101002400100000005000 0000052930002203   
0601LUA0+       20130101002405100000005000 0000053100002206   
0601LUA0+       20130101002410100000005000 0000053250002207   
0601LUA0+       20130101002415100000005000 0000053390002208   
0601LUA0+       20130101002420100000005000 0000053560002211   
0601LUA0+       20130101002425100000005000 0000053700002212   
0601LUA0+       20130101002430100000005000 0000053850002214   
0601LUA0+       20130101002435100000005000 0000054020002216   
0601LUA0+       20130101002440100000005000 0000054160002217   
0601LUA0+       20130101002445100000005000 0000054300002219   
0601LUA0+       20130101002450100000005000 0000054470002221   
0601LUA0+       20130101002455100000005000 0000054620002223   
0601LUA0+       20130101002460100000005000 0000054760002224   
0601LUA0+       20130101002465100000005000 0000054930002226   
0601LUA0+       20130101002470100000005000 0000055080002228   
0601LUA0+       20130101002475100000005000 0000055220002229   
0601LUA0+       20130101002480100000005000 0000055390002231   
0601LUA0+       20130101002485100000005000 0000055530002232   
0601LUA0+       20130101002490100000005000 0000055680002234   
0601LUA0+       20130101002495100000005000 0000055850002236   
0601LUA0+       20130101002500100000005000 0000055990002237   
0601LUA0+       20130101002505100000005000 0000056130002238   
0601LUA0+       20130101002510100000005000 0000056280002240   
0601LUA0+       20130101002515100000005000 0000056450002242   
0601LUA0+       20130101002520100000005000 0000056590002243   
0601LUA0+       20130101002525100000005000 0000056730002245   
0601LUA0+       20130101002530100000005000 0000056910002247   
0601LUA0+       20130101002535100000005000 0000057050002248   
0601LUA0+       20130101002540100000005000 0000057190002249   
0601LUA0+       20130101002545100000005000 0000057360002252   
0601LUA0+       20130101002550100000005000 0000057510002253   
0601LUA0+       20130101002555100000005000 0000057650002254   
0601LUA0+       20130101002560100000005000 0000057820002256   
0601LUA0+       20130101002565100000005000 0000057960002257   
0601LUA0+       20130101002570100000005000 0000058110002259   
0601LUA0+       20130101002575100000005000 0000058280002261   
0601LUA0+       20130101002580100000005000 0000058420002262   
0601LUA0+       20130101002585100000005000 0000058560002263   
0601LUA0+       20130101002590100000005000 0000058740002266   
0601LUA0+       20130101002595100000005000 0000058880002267   
0601LUA0+       20130101002600100000005000 0000059020002268   
0601LUA0+       20130101002605100000005000 0000059190002270   
0601LUA0+       20130101002610100000005000 0000059340002271   
0601LUA0+       20130101002615100000005000 0000059480002272   
0601LUA0+       20130101002620100000005000 0000059650002275   
0601LUA0+       20130101002625100000005000 0000059790002276   
0601LUA0+       20130101002630100000005000 0000059940002277   
0601LUA0+       20130101002635100000005000 0000060110002279   
0601LUA0+       20130101002640100000005000 0000060250002280   
0601LUA0+       20130101002645100000005000 0000060420002282   
0601LUA0+       20130101002650100000005000 0000060570002284   
0601LUA0+       20130101002655100000005000 0000060710002284   
0601LUA0+       20130101002660100000005000 0000060880002287   
0601LUA0+       20130101002665100000005000 0000061020002288   
0601LUA0+       20130101002670100000005000 0000061170002289   
0601LUA0+       20130101002675100000005000 0000061340002291   
0601LUA0+       20130101002680100000005000 0000061480002292   
0601LUA0+       20130101002685100000005000 0000061620002293   
0601LUA0+       20130101002690100000005000 0000061800002295   
0601LUA0+       20130101002695100000005000 0000061940002296   
0601LUA0+       20130101002700100000005000 0000062110002298   
0601LUA0+       20130101002705100000005000 0000062250002299   
0601LUA0+       20130101002710100000005000 0000062400002300   
0601LUA0+       20130101002715100000005000 0000062570002302   
0601LUA0+       20130101002720100000005000 0000062710002303   
0601LUA0+       20130101002725100000005000 0000062850002304   
0601LUA0+       20130101002730100000005000 0000063030002307   
0601LUA0+       20130101002735100000005000 0000063170002308   
0601LUA0+       20130101002740100000005000 0000063310002308   
0601LUA0+       20130101002745100000005000 0000063480002310   
0601LUA0+       20130101002750100000005000 0000063630002312   
0601LUA0+       20130101002755100000005000 0000063800002314   
0601LUA0+       20130101002760100000005000 0000063940002315   
0601LUA0+       20130101002765100000005000 0000064080002315   
0601LUA0+       20130101002770100000005000 0000064260002318   
0601LUA0+       20130101002775100000005000 0000064400002319   
0601LUA0+       20130101002780100000005000 0000064540002319   
0601LUA0+       20130101002785100000005000 0000064710002321   
0601LUA0+       20130101002790100000005000 0000064860002323   
0601LUA0+       20130101002795100000005000 0000065000002324   
0601LUA0+       20130101002800100000005000 0000065170002325   
0601LUA0+       20130101002805100000005000 0000065310002326   
0601LUA0+       20130101002810100000005000 0000065460002327   
0601LUA0+       20130101002815100000005000 0000065630002329   
0601LUA0+       20130101002820100000005000 0000065770002330   
0601LUA0+       20130101002825100000005000 0000065940002332   
0601LUA0+       20130101002830100000005000 0000066090002333   
0601LUA0+       20130101002835100000005000 0000066230002334   
0601LUA0+       20130101002840100000005000 0000066400002336   
0601LUA0+       20130101002845100000005000 0000066540002337   
0601LUA0+       20130101002850100000005000 0000066690002338   
0601LUA0+       20130101002855100000005000 0000066860002340   
0601LUA0+       20130101002860100000005000 0000067000002341   
0601LUA0+       20130101002865100000005000 0000067140002341   
0601LUA0+       20130101002870100000005000 0000067320002344   
0601LUA0+       20130101002875100000005000 0000067460002344   
0601LUA0+       20130101002880100000005000 0000067630002346   
0601LUA0+       20130101002885100000005000 0000067770002347   
0601LUA0+       20130101002890100000005000 0000067920002348   
0601LUA0+       20130101002895100000005000 0000068090002350   
0601LUA0+       20130101002900100000005000 0000068230002351   
0601LUA0+       20130101002905100000005000 0000068370002352   
0601LUA0+       20130101002910100000005000 0000068540002353   
0601LUA0+       20130101002915100000005000 0000068690002354   
0601LUA0+       20130101002920100000005000 0000068830002355   
0601LUA0+       20130101002925100000005000 0000069000002357   
0601LUA0+       20130101002930100000005000 0000069150002358   
0601LUA0+       20130101002935100000005000 0000069320002360   
0601LUA0+       20130101002940100000005000 0000069460002361   
0601LUA0+       20130101002945100000005000 0000069600002361   
0601LUA0+       20130101002950100000005000 0000069770002363   
0601LUA0+       20130101002955100000005000 0000069920002364   
0601LUA0+       20130101002960100000005000 0000070060002365   
0601LUA0+       20130101002965100000005000 0000070230002367   
0601LUA0+       20130101002970100000005000 0000070380002368   
0601LUA0+       20130101002975100000005000 0000070520002368   
0601LUA0+       20130101002980100000005000 0000070690002370   
0601LUA0+       20130101002985100000005000 0000070830002371   
0601LUA0+       20130101002990100000005000 0000070980002372   
0601LUA0+       20130101002995100000005000 0000071150002374   
0601LUA0+       20130101003000100000005000 0000071290002374   
0601LUA0+       20130101003005100000005000 0000071460002376   
0601LUA0+       20130101003010100000005000 0000071600002377   
0601LUA0+       20130101003015100000005000 0000071750002378   
0601LUA0+       20130101003020100000005000 0000071920002379   
0601LUA0+       20130101003025100000005000 0000072060002380   
0601LUA0+       20130101003030100000005000 0000072210002381   
0601LUA0+       20130101003035100000005000 0000072380002383   
0601LUA0+       20130101003040100000005000 0000072520002384   
0601LUA0+       20130101003045100000005000 0000072660002384   
0601LUA0+       20130101003050100000005000 0000072830002386   
0601LUA0+       20130101003055100000005000 0000072980002387   
0601LUA0+       20130101003060100000005000 0000073150002389   
0601LUA0+       20130101003065100000005000 0000073290002389   
0601LUA0+       20130101003070100000005000 0000073440002390   
0601LUA0+       20130101003075100000005000 0000073610002392   
0601LUA0+       20130101003080100000005000 0000073750002393   
0601LUA0+       20130101003085100000005000 0000073890002393   
0601LUA0+       20130101003090100000005000 0000074060002395   
0601LUA0+       20130101003095100000005000 0000074210002396   
0601LUA0+       20130101003100100000005000 0000074350002396   
0601LUA0+       20130101003105100000005000 0000074520002398   
0601LUA0+       20130101003110100000005000 0000074660002399   
0601LUA0+       20130101003115100000005000 0000074840002401   
0601LUA0+       20130101003120100000005000 0000074980002401   
0601LUA0+       20130101003125100000005000 0000075120002402   
0601LUA0+       20130101003130100000005000 0000075290002404   
0601LUA0+       20130101003135100000005000 0000075440002404   
0601LUA0+       20130101003140100000005000 0000075580002405   
0601LUA0+       20130101003145100000005000 0000075750002407   
0601LUA0+       20130101003150100000005000 0000075890002407   
0601LUA0+       20130101003155100000005000 0000076040002408   
0601LUA0+       20130101003160100000005000 0000076210002410   
0601LUA0+       20130101003165100000005000 0000076350002410   
0601LUA0+       20130101003170100000005000 0000076500002411   
0601LUA0+       20130101003175100000005000 0000076670002413   
0601LUA0+       20130101003180100000005000 0000076810002414   
0601LUA0+       20130101003185100000005000 0000076980002415   
0601LUA0+       20130101003190100000005000 0000077120002416   
0601LUA0+       20130101003195100000005000 0000077270002417   
0601LUA0+       20130101003200100000005000 0000077440002418   
0601LUA0+       20130101003205100000005000 0000077580002419   
0601LUA0+       20130101003210100000005000 0000077720002419   
0601LUA0+       20130101003215100000005000 0000077900002421   
0601LUA0+       20130101003220100000005000 0000078040002422   
0601LUA0+       20130101003225100000005000 0000078180002422   
0601LUA0+       20130101003230100000005000 0000078350002424   
0601LUA0+       20130101003235100000005000 0000078500002425   
0601LUA0+       20130101003240100000005000 0000078670002426   
0601LUA0+       20130101003245100000005000 0000078810002427   
0601LUA0+       20130101003250100000005000 0000078950002427   
0601LUA0+       20130101003255100000005000 0000079130002429   
0601LUA0+       20130101003260100000005000 0000079270002430   
0601LUA0+       20130101003265100000005000 0000079410002430   
0601LUA0+       20130101003270100000005000 0000079580002432   
0601LUA0+       20130101003275100000005000 0000079730002433   
0601LUA0+       20130101003280100000005000 0000079870002433   
0601LUA0+       20130101003285100000005000 0000080040002435   
0601LUA0+       20130101003290100000005000 0000080180002435   
0601LUA0+       20130101003295100000005000 0000080330002436   
0601LUA0+       20130101003300100000005000 0000080500002438   
0601LUA0+       20130101003305100000005000 0000080640002438   
0601LUA0+       20130101003310100000005000 0000080810002440   
0601LUA0+       20130101003315100000005000 0000080960002440   
0601LUA0+       20130101003320100000005000 0000081100002441   
0601LUA0+       20130101003325100000005000 0000081270002442   
0601LUA0+       20130101003330100000005000 0000081410002443   
0601LUA0+       20130101003335100000005000 0000081560002444   
0601LUA0+       20130101003340100000005000 0000081730002445   
0601LUA0+       20130101003345100000005000 0000081870002446   
0601LUA0+       20130101003350100000005000 0000082010002446   
0601LUA0+       20130101003355100000005000 0000082190002448   
0601LUA0+       20130101003360100000005000 0000082330002448   
0601LUA0+       20130101003365100000005000 0000082500002450   
0601LUA0+       20130101003370100000005000 0000082640002450   
0601LUA0+       20130101003375100000005000 0000082790002451   
0601LUA0+       20130101003380100000005000 0000082960002453   
0601LUA0+       20130101003385100000005000 0000083100002453   
0601LUA0+       20130101003390100000005000 0000083240002454   
0601LUA0+       20130101003395100000005000 0000083420002455   
0601LUA0+       20130101003400100000005000 0000083560002456   
0601LUA0+       20130101003405100000005000 0000083700002456   
0601LUA0+       20130101003410100000005000 0000083870002458   
0601LUA0+       20130101003415100000005000 0000084020002459   
0601LUA0+       20130101003420100000005000 0000084190002460   
0601LUA0+       20130101003425100000005000 0000084330002460   
0601LUA0+       20130101003430100000005000 0000084470002461   
0601LUA0+       20130101003435100000005000 0000084650002463   
0601LUA0+       20130101003440100000005000 0000084790002463   
0601LUA0+       20130101003445100000005000 0000084930002464   
0601LUA0+       20130101003450100000005000 0000085100002465   
0601LUA0+       20130101003455100000005000 0000085250002466   
0601LUA0+       20130101003460100000005000 0000085390002466   
0601LUA0+       20130101003465100000005000 0000085560002467   
0601LUA0+       20130101003470100000005000 0000085700002468   
0601LUA0+       20130101003475100000005000 0000085850002469   
0601LUA0+       20130101003480100000005000 0000086020002470   
